Periodo;Producto;Region; Ventas ; Costos 
Q2 2018;Celulares;ECU - América/Ecuador; $146,534.35 ; $141,941.93 
Q1 2019;TV;TZA - África/Tanzania; $146,526.80 ; $121,691.75 
Q1 2019;Audio;DZA - África/Argelia; $146,400.65 ; $104,467.32 
Q1 2019;Accesorios;IRN - Asia/Irán; $146,370.16 ; $128,520.14 
Q1 2019;Audio;VEN - América/Venezuela; $146,228.88 ; $95,805.13 
Q2 2018;Consolas;PRT - Europa/Portugal; $146,195.27 ; $128,480.96 
Q4 2019;Consolas;DOM - América/República Dominicana; $145,904.90 ; $132,508.18 
Q1 2018;Consolas;DOM - América/República Dominicana; $145,904.90 ; $136,843.44 
Q1 2018;Audio;PER - América/Perú; $145,677.22 ; $87,173.25 
Q4 2018;TV;ZAF - África/Sudáfrica; $145,660.72 ; $112,855.39 
Q4 2017;TV;TZA - África/Tanzania; $145,657.20 ; $128,108.14 
Q1 2017;Camaras;MEX - América/México; $145,299.22 ; $97,099.96 
Q2 2018;Camaras;JPN - Asia/Japón; $145,290.33 ; $91,479.10 
Q3 2017;Audio;ARG - América/Argentina; $145,249.45 ; $84,728.84 
Q4 2018;TV;TZA - África/Tanzania; $145,226.27 ; $130,556.95 
Q4 2019;Video Juegos;KOR - Asia/República de Corea; $145,148.01 ; $96,047.95 
Q3 2019;Consolas;CZE - Europa/República Checa; $145,080.99 ; $120,490.99 
Q3 2018;Accesorios;IRN - Asia/Irán; $144,957.32 ; $125,100.15 
Q1 2017;Accesorios;TUR - Asia/Turquía; $144,936.85 ; $127,261.62 
Q4 2018;Camaras;JPN - Asia/Japón; $144,881.06 ; $86,928.64 
Q4 2018;Video Juegos;TZA - África/Tanzania; $144,797.87 ; $81,842.27 
Q1 2018;Audio;ARG - América/Argentina; $144,690.80 ; $93,015.51 
Q3 2017;Camaras;JPN - Asia/Japón; $144,474.09 ; $84,276.55 
Q1 2017;Video Juegos;TZA - África/Tanzania; $144,371.99 ; $96,248.00 
Q1 2017;Audio;PER - América/Perú; $144,309.36 ; $99,053.94 
Q2 2019;Camaras;MEX - América/México; $144,083.32 ; $95,255.09 
Q4 2018;TV;COL - América/Colombia; $143,813.04 ; $122,664.07 
Q1 2018;Video Juegos;COL - América/Colombia; $143,813.04 ; $88,500.33 
Q2 2017;Consolas;PRT - Europa/Portugal; $143,758.68 ; $124,935.28 
Q3 2018;TV;ITA - Europa/Italia; $143,729.04 ; $128,911.61 
Q1 2019;Consolas;DOM - América/República Dominicana; $143,625.14 ; $127,668.97 
Q1 2019;Camaras;MEX - América/México; $143,085.52 ; $82,491.91 
Q4 2018;Consolas;BEL - Europa/Bélgica; $142,891.49 ; $128,458.00 
Q1 2018;Accesorios;THA - Asia/Tailandia; $142,805.02 ; $115,342.52 
Q3 2017;Accesorios;TUR - Asia/Turquía; $142,773.61 ; $112,396.25 
Q3 2017;TV;ZAF - África/Sudáfrica; $142,536.63 ; $110,644.06 
Q3 2018;Accesorios;THA - Asia/Tailandia; $142,489.08 ; $126,297.14 
Q4 2017;Video Juegos;ESP - Europa/España; $142,271.73 ; $101,487.17 
Q3 2018;Audio;ESP - Europa/España; $142,271.73 ; $87,971.35 
Q4 2018;Celulares;GTM - América/Guatemala; $142,177.78 ; $134,441.15 
Q4 2018;Audio;KEN - África/Kenia; $142,154.19 ; $81,954.98 
Q3 2018;Audio;KEN - África/Kenia; $142,154.19 ; $89,557.14 
Q1 2017;Audio;SDN - África/Sudán; $142,065.67 ; $88,423.63 
Q4 2019;Camaras;MEX - América/México; $141,906.24 ; $91,693.26 
Q3 2017;Video Juegos;ESP - Europa/España; $141,759.96 ; $86,757.10 
Q3 2018;Consolas;DOM - América/República Dominicana; $141,415.52 ; $131,987.82 
Q4 2019;Accesorios;IRN - Asia/Irán; $141,408.46 ; $123,279.17 
Q2 2018;Consolas;BEL - Europa/Bélgica; $141,387.37 ; $123,490.23 
Q4 2018;TV;GBR - Europa/Reino Unido; $141,213.79 ; $131,185.26 
Q3 2019;Consolas;GRC - Europa/Grecia; $141,190.48 ; $148,052.34 
Q1 2017;Audio;KEN - África/Kenia; $141,187.15 ; $80,091.62 
Q2 2019;Video Juegos;SDN - África/Sudán; $140,938.17 ; $88,791.05 
Q3 2017;Audio;ESP - Europa/España; $140,747.39 ; $98,668.77 
Q1 2018;TV;ITA - Europa/Italia; $140,742.46 ; $125,608.86 
Q2 2018;Consolas;AUT - Europa/Austria; $140,728.58 ; $125,757.45 
Q3 2018;Accesorios;TUR - Asia/Turquía; $140,674.00 ; $123,725.33 
Q3 2019;Accesorios;IRN - Asia/Irán; $140,614.03 ; $118,643.09 
Q1 2017;Audio;POL - Europa/Polonia; $140,559.41 ; $95,580.40 
Q2 2019;TV;ESP - Europa/España; $140,480.99 ; $154,531.74 
Q4 2019;Consolas;PRT - Europa/Portugal; $140,415.45 ; $115,556.72 
Q1 2018;Camaras;JPN - Asia/Japón; $140,335.00 ; $84,201.00 
Q3 2019;Video Juegos;TZA - África/Tanzania; $140,247.08 ; $86,305.90 
Q2 2017;Video Juegos;KEN - África/Kenia; $140,233.18 ; $77,255.74 
Q2 2017;Video Juegos;KOR - Asia/República de Corea; $139,772.16 ; $92,490.61 
Q1 2019;Celulares;CHL - América/Chile; $139,601.05 ; $124,749.88 
Q2 2017;Accesorios;FRA - Europa/Francia; $139,554.23 ; $138,158.69 
Q4 2017;Celulares;ECU - América/Ecuador; $139,489.43 ; $133,909.85 
Q2 2018;Video Juegos;KEN - África/Kenia; $139,292.02 ; $79,016.57 
Q1 2017;Video Juegos;KEN - África/Kenia; $139,292.02 ; $79,016.57 
Q1 2019;TV;UKR - Europa/Ucrania; $139,287.92 ; $123,981.56 
Q2 2017;Consolas;DOM - América/República Dominicana; $139,272.86 ; $136,177.91 
Q4 2019;Camaras;FRA - Europa/Francia; $138,859.72 ; $92,796.60 
Q4 2018;Video Juegos;ARG - América/Argentina; $138,817.74 ; $89,239.97 
Q1 2018;Video Juegos;ARG - América/Argentina; $138,817.74 ; $85,426.30 
Q1 2018;Camaras;MEX - América/México; $138,668.11 ; $93,600.97 
Q2 2017;Audio;DZA - África/Argelia; $138,607.46 ; $86,491.06 
Q3 2018;TV;ZAF - África/Sudáfrica; $138,453.55 ; $118,119.23 
Q4 2017;Video Juegos;KEN - África/Kenia; $138,363.41 ; $78,987.46 
Q2 2018;TV;KEN - África/Kenia; $138,363.41 ; $117,564.97 
Q2 2017;Audio;KEN - África/Kenia; $138,363.41 ; $76,980.37 
Q1 2019;Camaras;PHL - Asia/Filipinas; $138,329.55 ; $76,961.53 
Q2 2019;Accesorios;FRA - Europa/Francia; $138,324.76 ; $161,658.33 
Q1 2017;Audio;ESP - Europa/España; $138,278.14 ; $76,178.68 
Q4 2018;Celulares;GRC - Europa/Grecia; $138,249.01 ; $142,130.62 
Q4 2018;Consolas;GRC - Europa/Grecia; $138,249.01 ; $144,545.27 
Q4 2017;Consolas;GRC - Europa/Grecia; $138,249.01 ; $149,244.71 
Q2 2018;Accesorios;THA - Asia/Tailandia; $138,208.29 ; $112,614.17 
Q4 2017;Accesorios;TUR - Asia/Turquía; $138,063.56 ; $120,587.16 
Q4 2017;Consolas;SWE - Europa/Suecia; $137,982.62 ; $122,984.51 
Q3 2018;Video Juegos;KEN - África/Kenia; $137,903.73 ; $89,538.92 
Q3 2018;Video Juegos;ESP - Europa/España; $137,794.65 ; $98,293.52 
Q3 2017;Video Juegos;KOR - Asia/República de Corea; $137,647.97 ; $84,309.38 
Q2 2018;TV;KOR - Asia/República de Corea; $137,647.97 ; $113,977.91 
Q3 2019;Accesorios;GBR - Europa/Reino Unido; $137,621.78 ; $123,407.85 
Q2 2018;Audio;POL - Europa/Polonia; $137,618.84 ; $92,663.35 
Q2 2017;Video Juegos;DZA - África/Argelia; $137,561.37 ; $93,965.00 
Q4 2017;Camaras;EGY - África/Egipto; $137,556.53 ; $84,184.60 
Q1 2017;Accesorios;IRN - Asia/Irán; $137,523.61 ; $123,198.23 
Q3 2018;Audio;VEN - América/Venezuela; $137,345.81 ; $89,985.19 
Q2 2017;Video Juegos;ESP - Europa/España; $137,314.53 ; $80,141.75 
Q2 2017;Audio;UKR - Europa/Ucrania; $137,251.29 ; $88,232.97 
Q4 2018;Video Juegos;DZA - África/Argelia; $137,044.22 ; $96,141.79 
Q1 2019;Camaras;JPN - Asia/Japón; $136,971.44 ; $91,314.30 
Q1 2019;Celulares;GTM - América/Guatemala; $136,960.25 ; $140,463.66 
Q4 2019;Consolas;AUT - Europa/Austria; $136,952.93 ; $118,445.78 
Q3 2019;Audio;ARG - América/Argentina; $136,798.57 ; $79,799.17 
Q1 2018;TV;KEN - África/Kenia; $136,542.84 ; $123,391.61 
Q4 2018;Video Juegos;KOR - Asia/República de Corea; $136,404.16 ; $78,122.38 
Q2 2017;Audio;ARG - América/Argentina; $136,302.92 ; $87,623.31 
Q4 2017;TV;ITA - Europa/Italia; $136,145.35 ; $122,109.74 
Q4 2017;Consolas;CZE - Europa/República Checa; $136,013.43 ; $112,562.84 
Q3 2018;TV;KOR - Asia/República de Corea; $135,994.54 ; $122,576.41 
Q4 2017;Accesorios;IRN - Asia/Irán; $135,782.80 ; $110,637.84 
Q3 2019;Accesorios;FRA - Europa/Francia; $135,719.78 ; $133,409.65 
Q2 2018;TV;ZAF - África/Sudáfrica; $135,627.97 ; $108,858.12 
Q1 2019;Video Juegos;DZA - África/Argelia; $135,515.85 ; $82,122.60 
Q2 2018;Accesorios;FRA - Europa/Francia; $135,406.12 ; $122,239.04 
Q3 2019;Consolas;PRT - Europa/Portugal; $135,372.76 ; $120,926.26 
Q2 2019;Video Juegos;ESP - Europa/España; $135,357.07 ; $116,307.12 
Q2 2017;Accesorios;TUR - Asia/Turquía; $135,274.39 ; $114,462.95 
Q1 2018;Camaras;PHL - Asia/Filipinas; $135,200.94 ; $80,444.56 
Q2 2018;Camaras;MEX - América/México; $135,042.80 ; $88,549.49 
Q4 2018;Accesorios;THA - Asia/Tailandia; $135,021.10 ; $105,016.41 
Q4 2017;Audio;PER - América/Perú; $134,815.32 ; $86,348.75 
Q2 2019;Video Juegos;POL - Europa/Polonia; $134,662.03 ; $91,066.56 
Q1 2018;Audio;DZA - África/Argelia; $134,515.73 ; $80,821.53 
Q4 2017;Audio;ESP - Europa/España; $134,502.63 ; $82,382.86 
Q3 2018;Celulares;GTM - América/Guatemala; $134,492.49 ; $119,633.32 
Q3 2019;Video Juegos;ARG - América/Argentina; $134,355.74 ; $84,594.35 
Q1 2017;Celulares;BEL - Europa/Bélgica; $134,318.00 ; $115,129.71 
Q2 2018;Camaras;EGY - África/Egipto; $134,217.78 ; $87,145.69 
Q2 2019;Accesorios;THA - Asia/Tailandia; $134,177.22 ; $108,860.76 
Q4 2019;Camaras;JPN - Asia/Japón; $134,114.15 ; $89,409.43 
Q4 2019;Consolas;GRC - Europa/Grecia; $134,059.65 ; $141,747.97 
Q1 2019;Consolas;GRC - Europa/Grecia; $134,059.65 ; $107,417.53 
Q4 2019;Audio;DZA - África/Argelia; $134,021.19 ; $89,897.29 
Q1 2017;Camaras;JPN - Asia/Japón; $133,939.52 ; $75,704.95 
Q2 2018;Accesorios;TUR - Asia/Turquía; $133,921.65 ; $117,589.74 
Q4 2017;Audio;POL - Europa/Polonia; $133,702.85 ; $75,845.98 
Q3 2018;Consolas;AUT - Europa/Austria; $133,692.15 ; $113,738.10 
Q3 2018;Consolas;SWE - Europa/Suecia; $133,670.67 ; $109,366.91 
Q2 2017;Consolas;SWE - Europa/Suecia; $133,670.67 ; $108,916.84 
Q3 2017;Video Juegos;COL - América/Colombia; $133,571.17 ; $89,047.44 
Q4 2017;Video Juegos;ARG - América/Argentina; $133,402.86 ; $87,401.87 
Q1 2018;Accesorios;TUR - Asia/Turquía; $133,122.91 ; $115,834.22 
Q4 2018;Video Juegos;KEN - África/Kenia; $133,041.74 ; $75,470.95 
Q4 2017;Audio;SDN - África/Sudán; $133,020.29 ; $81,050.64 
Q1 2019;TV;ZAF - África/Sudáfrica; $132,915.41 ; $110,217.55 
Q1 2019;TV;COL - América/Colombia; $132,783.14 ; $118,029.45 
Q1 2019;Celulares;GRC - Europa/Grecia; $132,719.05 ; $134,986.04 
Q4 2017;Consolas;ISR - Asia/Israel; $132,542.43 ; $119,154.31 
Q4 2019;Accesorios;THA - Asia/Tailandia; $132,520.71 ; $116,359.65 
Q1 2017;TV;KOR - Asia/República de Corea; $132,415.73 ; $123,367.32 
Q1 2018;TV;TZA - África/Tanzania; $132,308.57 ; $116,173.37 
Q3 2019;Camaras;MEX - América/México; $132,276.24 ; $88,397.02 
Q3 2017;Video Juegos;UKR - Europa/Ucrania; $132,167.91 ; $79,300.75 
Q3 2018;Camaras;MEX - América/México; $132,107.09 ; $80,056.90 
Q2 2017;Camaras;MEX - América/México; $132,107.09 ; $72,779.00 
Q1 2018;Celulares;CHL - América/Chile; $131,845.44 ; $117,195.95 
Q4 2017;TV;KEN - África/Kenia; $131,774.68 ; $121,133.52 
Q4 2019;Consolas;SWE - Europa/Suecia; $131,614.20 ; $118,184.18 
Q3 2019;Audio;DZA - África/Argelia; $131,602.03 ; $88,612.03 
Q3 2017;Audio;POL - Europa/Polonia; $131,563.61 ; $82,095.69 
Q2 2018;Video Juegos;POL - Europa/Polonia; $131,563.61 ; $75,849.28 
Q2 2017;Accesorios;THA - Asia/Tailandia; $131,438.91 ; $108,379.45 
Q2 2018;Celulares;GRC - Europa/Grecia; $131,405.00 ; $123,966.77 
Q3 2018;TV;KEN - África/Kenia; $131,357.67 ; $103,188.74 
Q4 2017;TV;COL - América/Colombia; $131,234.64 ; $112,486.84 
Q3 2018;Video Juegos;COL - América/Colombia; $131,234.64 ; $78,740.79 
Q1 2018;TV;COL - América/Colombia; $131,234.64 ; $117,420.47 
Q3 2018;Camaras;PHL - Asia/Filipinas; $131,174.58 ; $82,639.98 
Q1 2017;TV;KEN - África/Kenia; $130,943.29 ; $106,320.82 
Q2 2017;Celulares;ECU - América/Ecuador; $130,692.80 ; $110,750.05 
Q4 2019;Video Juegos;DZA - África/Argelia; $130,658.65 ; $89,884.14 
Q2 2018;TV;COL - América/Colombia; $130,473.86 ; $107,174.96 
Q2 2019;TV;UKR - Europa/Ucrania; $130,461.39 ; $124,649.62 
Q2 2019;Audio;POL - Europa/Polonia; $130,409.54 ; $99,185.62 
Q2 2019;Accesorios;ITA - Europa/Italia; $130,000.02 ; $132,940.04 
Q1 2019;Consolas;CZE - Europa/República Checa; $129,923.27 ; $103,938.62 
Q1 2017;Accesorios;THA - Asia/Tailandia; $129,848.92 ; $105,802.82 
Q2 2019;Accesorios;TUR - Asia/Turquía; $129,769.04 ; $116,109.14 
Q2 2019;Accesorios;GBR - Europa/Reino Unido; $129,692.95 ; $133,993.05 
Q1 2019;Video Juegos;UKR - Europa/Ucrania; $129,667.44 ; $70,727.69 
Q3 2018;Accesorios;FRA - Europa/Francia; $129,626.59 ; $110,543.86 
Q4 2018;Consolas;DOM - América/República Dominicana; $129,464.91 ; $122,962.57 
Q1 2017;Camaras;EGY - África/Egipto; $129,200.29 ; $85,073.42 
Q2 2018;TV;TZA - África/Tanzania; $129,174.94 ; $115,285.16 
Q3 2017;Video Juegos;POL - Europa/Polonia; $128,983.93 ; $83,747.42 
Q4 2017;Audio;VEN - América/Venezuela; $128,912.30 ; $75,198.84 
Q2 2019;TV;KEN - África/Kenia; $128,910.01 ; $113,506.91 
Q2 2017;TV;KEN - África/Kenia; $128,910.01 ; $103,074.29 
Q4 2017;Camaras;JPN - Asia/Japón; $128,904.20 ; $81,161.91 
Q1 2019;Accesorios;TUR - Asia/Turquía; $128,770.82 ; $112,047.33 
Q4 2018;Video Juegos;UKR - Europa/Ucrania; $128,701.21 ; $84,321.48 
Q2 2019;Audio;ARG - América/Argentina; $128,394.56 ; $79,012.04 
Q3 2017;TV;ESP - Europa/España; $128,368.96 ; $111,130.84 
Q3 2018;Audio;DZA - África/Argelia; $128,358.32 ; $80,865.74 
Q2 2018;Celulares;CHL - América/Chile; $128,282.05 ; $114,635.02 
Q2 2019;Consolas;FIN - Europa/Finlandia; $128,248.53 ; $125,733.93 
Q4 2019;Audio;PER - América/Perú; $128,074.55 ; $78,019.36 
Q1 2019;Audio;MYS - Asia/Malasia; $128,043.83 ; $85,568.60 
Q4 2018;Consolas;SVK - Europa/Eslovaquia; $127,950.93 ; $109,134.62 
Q3 2017;Audio;AGO - África/Angola; $127,851.12 ; $82,190.01 
Q3 2018;TV;TZA - África/Tanzania; $127,829.37 ; $112,047.97 
Q1 2017;Consolas;SWE - Europa/Suecia; $127,685.41 ; $113,654.05 
Q3 2019;Audio;MYS - Asia/Malasia; $127,409.95 ; $77,974.89 
Q3 2018;Video Juegos;UKR - Europa/Ucrania; $127,035.18 ; $71,802.49 
Q3 2017;Audio;PER - América/Perú; $127,016.09 ; $71,652.71 
Q4 2018;Video Juegos;POL - Europa/Polonia; $126,991.90 ; $83,156.18 
Q3 2017;Video Juegos;SDN - África/Sudán; $126,844.35 ; $74,935.74 
Q1 2017;TV;TZA - África/Tanzania; $126,838.44 ; $108,185.73 
Q3 2018;Audio;ARG - América/Argentina; $126,665.34 ; $73,888.12 
Q4 2017;Accesorios;THA - Asia/Tailandia; $126,532.54 ; $112,315.40 
Q4 2017;Celulares;GTM - América/Guatemala; $126,514.13 ; $116,363.05 
Q1 2019;Audio;PER - América/Perú; $126,493.39 ; $74,479.31 
Q1 2017;Video Juegos;ESP - Europa/España; $126,311.76 ; $87,835.26 
Q2 2019;Consolas;CZE - Europa/República Checa; $126,157.38 ; $110,772.34 
Q2 2017;TV;KOR - Asia/República de Corea; $126,145.35 ; $117,401.18 
Q3 2019;Camaras;PHL - Asia/Filipinas; $126,038.22 ; $72,663.78 
Q4 2018;Audio;SDN - África/Sudán; $125,944.75 ; $76,916.26 
Q2 2019;Video Juegos;ARG - América/Argentina; $125,818.08 ; $75,490.85 
Q2 2018;TV;UKR - Europa/Ucrania; $125,813.68 ; $109,474.24 
Q3 2019;Accesorios;THA - Asia/Tailandia; $125,791.14 ; $102,496.49 
Q1 2017;Audio;MYS - Asia/Malasia; $125,545.41 ; $84,533.91 
Q4 2018;Video Juegos;SDN - África/Sudán; $125,499.71 ; $81,156.48 
Q3 2019;Video Juegos;DZA - África/Argelia; $125,270.66 ; $85,972.79 
Q2 2019;Audio;DZA - África/Argelia; $125,270.66 ; $74,536.04 
Q3 2017;Camaras;PHL - Asia/Filipinas; $125,096.23 ; $82,702.51 
Q1 2019;Video Juegos;SDN - África/Sudán; $125,057.81 ; $67,150.61 
Q3 2017;Consolas;PRT - Europa/Portugal; $125,007.55 ; $114,451.35 
Q1 2019;Audio;POL - Europa/Polonia; $124,758.59 ; $69,411.15 
Q4 2017;Camaras;IRN - Asia/Irán; $124,730.72 ; $83,153.81 
Q3 2017;Video Juegos;DZA - África/Argelia; $124,415.57 ; $78,381.81 
Q4 2018;Celulares;BEL - Europa/Bélgica; $124,368.52 ; $109,562.74 
Q3 2017;TV;TZA - África/Tanzania; $124,269.56 ; $108,130.66 
Q2 2019;Consolas;ISR - Asia/Israel; $124,258.53 ; $105,141.83 
Q4 2018;Accesorios;TUR - Asia/Turquía; $124,231.59 ; $104,512.29 
Q1 2018;Video Juegos;UKR - Europa/Ucrania; $124,221.11 ; $81,386.24 
Q3 2017;Accesorios;FRA - Europa/Francia; $124,078.37 ; $106,230.18 
Q4 2017;Celulares;GRC - Europa/Grecia; $124,036.50 ; $113,558.63 
Q3 2017;Celulares;GRC - Europa/Grecia; $124,036.50 ; $110,987.47 
Q2 2019;Audio;VEN - América/Venezuela; $124,016.90 ; $81,252.45 
Q4 2017;Audio;DZA - África/Argelia; $123,992.39 ; $87,437.60 
Q1 2018;Video Juegos;DZA - África/Argelia; $123,992.39 ; $73,775.47 
Q4 2019;Video Juegos;KEN - África/Kenia; $123,907.53 ; $72,836.08 
Q4 2019;Camaras;GBR - Europa/Reino Unido; $123,757.88 ; $77,300.07 
Q1 2017;Consolas;FIN - Europa/Finlandia; $123,627.70 ; $104,597.86 
Q1 2017;Audio;DZA - África/Argelia; $123,572.08 ; $70,099.07 
Q4 2019;Celulares;AUT - Europa/Austria; $123,408.14 ; $109,846.80 
Q1 2018;Celulares;GTM - América/Guatemala; $123,377.41 ; $111,766.65 
Q1 2017;TV;ARG - América/Argentina; $123,342.97 ; $106,897.24 
Q1 2018;Audio;YEM - Asia/Yemen; $123,227.73 ; $82,151.82 
Q2 2017;Celulares;BEL - Europa/Bélgica; $123,227.52 ; $98,079.05 
Q1 2018;Audio;POL - Europa/Polonia; $123,186.90 ; $72,412.47 
Q1 2018;Accesorios;GBR - Europa/Reino Unido; $123,133.44 ; $103,478.63 
Q3 2018;TV;UKR - Europa/Ucrania; $123,052.88 ; $106,861.71 
Q2 2019;Celulares;ECU - América/Ecuador; $122,939.84 ; $105,494.09 
Q2 2018;Accesorios;GBR - Europa/Reino Unido; $122,862.22 ; $120,472.69 
Q4 2018;TV;KEN - África/Kenia; $122,807.76 ; $111,952.68 
Q3 2019;Consolas;FIN - Europa/Finlandia; $122,236.88 ; $123,866.71 
Q4 2018;Camaras;EGY - África/Egipto; $121,980.28 ; $69,634.83 
Q4 2017;Audio;MYS - Asia/Malasia; $121,975.40 ; $82,333.40 
Q1 2017;Accesorios;FRA - Europa/Francia; $121,943.18 ; $114,272.56 
Q4 2019;TV;POL - Europa/Polonia; $121,818.16 ; $108,528.90 
Q3 2017;Accesorios;THA - Asia/Tailandia; $121,748.71 ; $108,657.45 
Q1 2017;Audio;VEN - América/Venezuela; $121,454.56 ; $79,573.68 
Q3 2017;Audio;YEM - Asia/Yemen; $121,450.41 ; $72,870.24 
Q1 2019;TV;ESP - Europa/España; $121,429.12 ; $118,563.94 
Q1 2018;Audio;MYS - Asia/Malasia; $121,400.05 ; $78,730.18 
Q4 2018;TV;ARG - América/Argentina; $121,353.57 ; $108,970.55 
Q2 2018;Audio;SDN - África/Sudán; $121,216.44 ; $62,347.41 
Q4 2019;Accesorios;TUR - Asia/Turquía; $121,086.48 ; $95,860.13 
Q1 2019;Accesorios;THA - Asia/Tailandia; $121,062.15 ; $99,050.85 
Q1 2018;Accesorios;FRA - Europa/Francia; $121,017.62 ; $98,497.82 
Q4 2017;Video Juegos;PER - América/Perú; $121,015.33 ; $80,868.49 
Q3 2019;TV;COL - América/Colombia; $121,003.99 ; $107,408.03 
Q2 2017;Video Juegos;ARG - América/Argentina; $120,963.37 ; $70,561.96 
Q4 2019;Audio;VEN - América/Venezuela; $120,954.75 ; $68,365.73 
Q1 2018;TV;UKR - Europa/Ucrania; $120,781.14 ; $106,571.59 
Q1 2019;Video Juegos;KEN - África/Kenia; $120,665.76 ; $82,857.16 
Q3 2018;Celulares;GRC - Europa/Grecia; $120,653.68 ; $120,991.51 
Q1 2018;Celulares;GRC - Europa/Grecia; $120,653.68 ; $118,697.04 
Q3 2018;Camaras;IRN - Asia/Irán; $120,526.31 ; $80,350.87 
Q3 2017;Audio;MYS - Asia/Malasia; $120,265.47 ; $81,780.52 
Q2 2019;Camaras;EGY - África/Egipto; $120,212.45 ; $77,675.74 
Q1 2019;Video Juegos;POL - Europa/Polonia; $120,199.31 ; $68,841.42 
Q1 2018;Audio;AGO - África/Angola; $120,048.00 ; $73,875.70 
Q3 2018;TV;COL - América/Colombia; $120,035.95 ; $105,745.96 
Q4 2019;Video Juegos;SDN - África/Sudán; $119,987.90 ; $61,715.52 
Q3 2019;Video Juegos;SDN - África/Sudán; $119,987.90 ; $69,293.01 
Q4 2017;Video Juegos;DZA - África/Argelia; $119,913.69 ; $80,921.07 
Q4 2017;Accesorios;FRA - Europa/Francia; $119,880.23 ; $116,385.13 
Q4 2018;Audio;POL - Europa/Polonia; $119,603.28 ; $78,425.58 
Q2 2019;Video Juegos;DZA - África/Argelia; $119,520.53 ; $70,417.51 
Q3 2019;Audio;VEN - América/Venezuela; $119,479.69 ; $73,525.96 
Q4 2018;Accesorios;FRA - Europa/Francia; $119,431.24 ; $120,386.69 
Q4 2019;TV;COL - América/Colombia; $119,399.16 ; $103,688.74 
Q3 2019;Video Juegos;KEN - África/Kenia; $119,278.80 ; $82,055.59 
Q1 2018;TV;KOR - Asia/República de Corea; $119,174.16 ; $104,698.00 
Q1 2018;TV;ESP - Europa/España; $119,061.24 ; $117,465.57 
Q1 2018;Camaras;EGY - África/Egipto; $119,005.15 ; $80,557.33 
Q2 2019;Audio;AGO - África/Angola; $118,931.28 ; $69,376.58 
Q3 2019;TV;UKR - Europa/Ucrania; $118,919.23 ; $92,492.73 
Q3 2018;Audio;SDN - África/Sudán; $118,784.01 ; $66,281.48 
Q3 2018;Audio;POL - Europa/Polonia; $118,739.72 ; $79,951.41 
Q3 2017;Accesorios;GBR - Europa/Reino Unido; $118,679.67 ; $112,511.59 
Q3 2019;TV;KEN - África/Kenia; $118,597.21 ; $111,555.50 
Q2 2019;Video Juegos;KEN - África/Kenia; $118,597.21 ; $77,765.88 
Q4 2019;Audio;SDN - África/Sudán; $118,388.06 ; $73,062.35 
Q1 2017;Accesorios;GBR - Europa/Reino Unido; $118,176.79 ; $115,756.47 
Q4 2017;TV;SDN - África/Sudán; $117,994.75 ; $99,885.12 
Q4 2017;Camaras;PHL - Asia/Filipinas; $117,872.37 ; $75,700.25 
Q3 2017;TV;COL - América/Colombia; $117,836.34 ; $106,052.71 
Q3 2017;Accesorios;ITA - Europa/Italia; $117,795.32 ; $101,204.43 
Q2 2019;Video Juegos;VEN - América/Venezuela; $117,568.02 ; $64,128.01 
Q1 2017;Video Juegos;UKR - Europa/Ucrania; $117,526.55 ; $73,998.20 
Q3 2017;Consolas;FIN - Europa/Finlandia; $117,341.54 ; $110,561.81 
Q2 2017;Camaras;IRN - Asia/Irán; $117,324.83 ; $73,871.19 
Q4 2018;TV;ESP - Europa/España; $117,289.49 ; $106,122.56 
Q1 2019;Celulares;BEL - Europa/Bélgica; $117,261.75 ; $97,044.20 
Q4 2017;Accesorios;ZAF - África/Sudáfrica; $117,106.09 ; $98,847.10 
Q4 2018;Celulares;ECU - América/Ecuador; $116,991.14 ; $112,153.75 
Q4 2019;TV;ARG - América/Argentina; $116,831.08 ; $93,464.86 
Q2 2017;TV;SDN - África/Sudán; $116,830.32 ; $101,761.60 
Q4 2019;Consolas;FIN - Europa/Finlandia; $116,776.04 ; $110,421.25 
Q1 2019;TV;KEN - África/Kenia; $116,271.77 ; $98,607.41 
Q2 2018;Video Juegos;ESP - Europa/España; $116,251.53 ; $82,257.98 
Q2 2018;Consolas;CHE - Europa/Suiza; $116,153.44 ; $104,054.13 
Q1 2018;TV;DZA - África/Argelia; $116,094.78 ; $113,630.73 
Q2 2018;Accesorios;ZAF - África/Sudáfrica; $116,083.33 ; $99,709.47 
Q3 2019;Audio;YEM - Asia/Yemen; $115,879.29 ; $75,920.91 
Q1 2019;Audio;YEM - Asia/Yemen; $115,879.29 ; $63,206.88 
Q1 2019;TV;KOR - Asia/República de Corea; $115,821.43 ; $102,253.78 
Q3 2018;Celulares;BEL - Europa/Bélgica; $115,791.38 ; $99,709.24 
Q4 2017;Video Juegos;SDN - África/Sudán; $115,688.66 ; $69,927.37 
Q1 2019;Accesorios;ITA - Europa/Italia; $115,512.47 ; $92,409.97 
Q2 2017;TV;COL - América/Colombia; $115,419.19 ; $103,877.27 
Q3 2019;Celulares;GRC - Europa/Grecia; $115,407.87 ; $106,884.70 
Q2 2019;TV;DZA - África/Argelia; $115,360.01 ; $115,020.71 
Q2 2017;Audio;YEM - Asia/Yemen; $115,350.16 ; $70,984.71 
Q1 2017;Audio;YEM - Asia/Yemen; $115,350.16 ; $74,153.67 
